zona,m2,recamaras,banos,estacionamientos,precio_venta_mxn,renta_mensual_mxn,antiguedad_anios,vacancia_pct,riesgo_zona
El Refugio,75.9,3,2,2,2270000,12900,9,5.3,3
Jurica,62.7,4,3,2,3849000,17900,10,4.7,2
Centro,130.0,3,1,2,2501000,14400,16,8.1,4
Juriquilla,117.4,2,2,1,2803000,13100,7,2.4,2
Mileno III,126.8,3,2,1,3429000,21700,8,3.6,3
Jurica,161.7,3,3,1,7873000,44500,16,5.0,2
Zibatá,154.6,2,2,2,4653000,25200,2,2.8,1
El Refugio,74.3,2,2,2,1619000,9800,4,5.8,3
El Refugio,171.7,2,2,3,5094000,32900,4,6.5,3
Juriquilla,108.0,2,2,1,3758000,24100,5,3.7,2
Juriquilla,96.0,3,2,1,3127000,15900,1,3.3,2
Mileno III,120.9,3,2,1,2643000,15400,4,7.8,3
Corregidora,57.6,2,2,2,1453000,7600,4,6.3,3
Jurica,113.9,3,3,1,5997000,28900,20,3.7,2
Jurica,88.0,3,3,2,4881000,26500,5,2.3,2
Zibatá,128.2,2,2,1,4332000,23400,1,3.8,1
Juriquilla,84.3,2,2,1,2743000,16600,8,4.1,2
Corregidora,116.7,2,2,1,2445000,15200,15,7.2,3
Centro,90.3,3,1,1,2392000,10800,23,8.9,4
Zibatá,49.5,2,2,1,1862000,10100,2,2.7,1
Jurica,119.5,3,3,1,7052000,37500,14,3.0,2
El Refugio,161.7,2,2,2,4409000,23800,5,3.2,3
Zibatá,152.7,2,2,2,6517000,35800,0,3.7,1
El Refugio,128.9,3,2,2,4093000,19500,3,6.6,3
Juriquilla,104.4,3,2,1,2981000,13500,2,4.3,2
Mileno III,107.3,3,2,1,2352000,15000,7,4.7,3
Mileno III,105.8,2,2,2,3073000,14500,6,3.8,3
El Refugio,110.5,2,2,2,2911000,17100,3,2.6,3
El Refugio,135.1,3,2,1,4045000,25900,3,4.3,3
Juriquilla,58.5,3,2,2,1868000,9800,5,3.7,2
Cumbres del Lago,118.4,3,3,2,4588000,22700,5,3.6,2
Corregidora,114.1,2,2,2,2449000,14800,9,4.9,3
Centro,135.0,2,1,2,2933000,18400,30,9.4,4
Mileno III,147.0,2,2,1,4056000,24600,11,3.5,3
Juriquilla,85.6,3,2,1,2452000,12100,8,2.2,2
Juriquilla,102.0,2,2,1,3000000,16600,6,4.6,2
El Refugio,82.8,3,2,1,2656000,15900,4,4.3,3
Jurica,85.8,3,3,1,4823000,23600,10,3.9,2
Zibatá,97.6,3,2,1,2917000,15700,4,2.5,1
Mileno III,125.3,3,2,2,3055000,14800,5,2.7,3
Mileno III,121.3,2,2,1,3915000,23800,8,5.8,3
Jurica,115.8,4,3,1,6179000,35000,14,4.8,2
Cumbres del Lago,152.7,4,3,3,6435000,36800,5,2.1,2
Juriquilla,84.7,2,2,2,2246000,13900,2,3.2,2
Cumbres del Lago,115.0,4,3,2,4983000,28900,5,2.0,2
Jurica,120.4,4,3,1,7045000,44800,17,4.2,2
Juriquilla,134.3,2,2,2,4420000,24800,1,5.0,2
Zibatá,53.4,3,2,2,2257000,14000,4,3.7,1
Corregidora,95.6,3,2,2,3145000,18700,7,3.5,3
Zibatá,135.1,3,2,1,4160000,21700,4,3.9,1
Centro,139.9,2,1,1,2965000,17100,16,8.4,4
Juriquilla,82.9,2,2,1,2430000,14800,7,2.0,2
Cumbres del Lago,119.2,3,3,2,4582000,26400,7,2.2,2
Centro,170.2,3,1,1,4279000,22700,20,9.2,4
Juriquilla,144.0,2,2,2,4927000,31100,5,4.9,2
El Refugio,157.9,2,2,2,3523000,16800,3,5.3,3
El Refugio,73.8,2,2,2,2535000,16000,6,2.5,3
Juriquilla,90.7,3,2,2,2627000,15900,5,5.0,2
Zibatá,115.3,2,2,2,3994000,18700,6,3.3,1
Cumbres del Lago,123.5,4,3,2,6003000,36800,5,3.5,2
Jurica,104.0,4,3,2,6299000,33800,7,5.5,2
Juriquilla,103.7,3,2,1,2223000,12200,1,4.8,2
Mileno III,132.9,3,2,2,3586000,16200,6,5.0,3
Zibatá,99.1,2,2,2,2827000,14100,0,3.1,1
Zibatá,97.0,2,2,1,3594000,16700,3,2.2,1
El Refugio,115.0,2,2,2,3230000,14600,4,5.2,3
El Refugio,136.3,3,2,1,2734000,15600,9,2.5,3
Mileno III,114.9,3,2,2,2882000,16300,12,4.0,3
Juriquilla,123.6,3,2,2,4100000,23400,4,3.3,2
Juriquilla,123.0,3,2,2,3783000,22800,7,2.8,2
El Refugio,117.7,2,2,2,3621000,18200,7,6.3,3
Jurica,75.6,3,3,1,4290000,25900,7,3.3,2
Cumbres del Lago,116.1,3,3,2,4998000,31100,2,3.9,2
Juriquilla,171.9,2,2,3,5643000,34300,7,2.6,2
Cumbres del Lago,103.8,4,3,2,5023000,30600,3,3.9,2
Zibatá,114.7,2,2,2,3964000,24700,3,3.5,1
Corregidora,117.7,2,2,2,2559000,15500,13,6.6,3
Jurica,149.3,3,3,3,8320000,39600,16,6.0,2
El Refugio,64.7,2,2,1,1594000,9500,4,5.1,3
Zibatá,131.2,3,2,1,4791000,23500,0,3.3,1
Jurica,88.5,3,3,2,4730000,29200,8,2.4,2
Jurica,114.5,3,3,1,7993000,42700,16,4.3,2
Mileno III,127.9,2,2,2,4008000,25100,10,4.7,3
Juriquilla,136.5,3,2,2,4281000,23500,5,3.1,2
Mileno III,90.4,2,2,2,2428000,13100,6,2.1,3
Corregidora,181.6,3,2,3,5157000,27600,11,5.6,3
Centro,101.5,1,1,1,2954000,17200,11,9.6,4
Jurica,102.9,3,3,1,5216000,24600,11,3.1,2
Centro,114.7,2,1,1,2112000,12700,24,6.4,4
Juriquilla,131.8,3,2,2,4577000,23400,5,3.0,2
Corregidora,154.8,2,2,1,3222000,18000,12,2.1,3
El Refugio,62.2,3,2,1,1492000,9500,9,5.3,3
Jurica,110.9,4,3,2,5819000,29900,20,2.3,2
Juriquilla,124.8,3,2,1,3854000,18300,4,3.1,2
Corregidora,78.3,3,2,1,2024000,9200,15,4.7,3
Zibatá,151.1,3,2,3,4597000,25000,4,3.3,1
Zibatá,83.7,3,2,2,2121000,10800,3,3.5,1
Corregidora,91.8,3,2,1,2845000,14000,6,6.5,3
El Refugio,90.2,3,2,2,2525000,15300,7,2.9,3
Mileno III,91.4,3,2,1,2241000,13500,6,4.1,3
Centro,109.9,1,1,2,2122000,13300,12,8.6,4
Jurica,138.6,4,3,1,9316000,58200,10,5.1,2
Jurica,127.6,3,3,2,7730000,49000,18,2.3,2
Jurica,155.6,3,3,2,7542000,39400,18,5.1,2
Centro,78.0,1,1,2,2355000,10800,25,6.4,4
Cumbres del Lago,112.0,4,3,1,4402000,26000,5,3.7,2
Mileno III,65.0,3,2,2,1440000,7800,8,2.5,3
Cumbres del Lago,136.4,4,3,1,5196000,23300,5,2.1,2
El Refugio,130.5,2,2,1,3877000,21100,9,2.5,3
Corregidora,75.7,3,2,2,2463000,15200,9,4.0,3
Cumbres del Lago,101.7,4,3,2,4866000,21900,7,4.1,2
Jurica,85.9,3,3,2,5390000,24300,5,5.4,2
Jurica,111.6,3,3,2,5430000,34400,15,3.7,2
Jurica,156.3,3,3,3,9368000,48300,17,3.8,2
El Refugio,109.8,3,2,2,3003000,16100,5,3.8,3
Mileno III,124.7,2,2,2,3498000,17000,4,6.2,3
Zibatá,116.4,2,2,1,3332000,18000,3,2.2,1
Centro,127.0,1,1,1,2694000,14000,17,3.3,4
Centro,117.6,3,1,1,3060000,16400,16,9.5,4
Corregidora,110.8,2,2,2,3212000,17300,15,2.1,3
Juriquilla,75.1,2,2,1,2397000,11100,1,2.3,2
Juriquilla,61.3,2,2,2,1532000,7400,6,4.5,2
Zibatá,67.0,2,2,1,1833000,11100,2,3.0,1
Cumbres del Lago,130.0,4,3,2,4511000,21900,1,3.7,2
Jurica,96.2,4,3,2,3954000,22200,9,2.7,2
Cumbres del Lago,85.6,4,3,1,2934000,19000,3,2.9,2
Zibatá,173.5,3,2,2,6651000,38200,5,3.3,1
Centro,142.5,1,1,2,4005000,23500,18,7.6,4
El Refugio,137.8,3,2,1,4754000,27200,5,6.3,3
Zibatá,80.2,2,2,2,2873000,17300,5,2.2,1
Jurica,108.9,3,3,2,4293000,20200,7,3.2,2
Cumbres del Lago,72.6,3,3,2,2967000,18000,1,4.4,2
Mileno III,117.7,2,2,2,3325000,19500,8,4.0,3
Mileno III,83.1,2,2,2,2620000,12100,7,6.3,3
Centro,87.7,1,1,1,1622000,9400,24,5.5,4
El Refugio,134.4,3,2,1,4130000,19600,6,6.7,3
Jurica,48.8,3,3,1,2306000,11700,12,3.6,2
Centro,66.8,3,1,2,1298000,8300,10,4.5,4
Jurica,92.6,3,3,1,5372000,33400,5,5.8,2
Jurica,105.0,3,3,1,4001000,24100,6,3.2,2
El Refugio,98.9,3,2,1,2614000,16100,6,3.0,3
Mileno III,119.4,2,2,2,2944000,17700,7,6.8,3
Centro,104.9,2,1,1,1701000,10300,16,9.2,4
Mileno III,162.4,2,2,1,4041000,19000,12,2.8,3
Centro,77.6,1,1,1,1867000,9100,25,9.3,4
Cumbres del Lago,92.5,4,3,1,4347000,20600,4,3.3,2
Corregidora,84.7,2,2,1,2178000,10400,12,5.2,3
El Refugio,99.1,2,2,2,2194000,10800,7,5.7,3
El Refugio,123.2,3,2,2,3224000,15400,10,5.6,3
Centro,139.3,3,1,2,3816000,21500,18,2.6,4
Cumbres del Lago,132.5,3,3,1,4918000,30400,8,4.9,2
Cumbres del Lago,144.3,4,3,1,5316000,31200,6,4.2,2
Cumbres del Lago,105.4,3,3,2,4076000,19300,8,4.7,2
Centro,94.8,2,1,1,1742000,8000,22,2.5,4
Jurica,67.8,3,3,1,3200000,19200,7,4.7,2
Cumbres del Lago,120.3,4,3,2,5114000,31000,6,4.3,2
Corregidora,137.0,3,2,2,2919000,15500,6,5.5,3
Mileno III,97.0,2,2,1,2133000,11700,7,3.6,3
Mileno III,114.1,3,2,1,2847000,13300,11,7.3,3
Jurica,124.4,4,3,1,5640000,33100,16,4.9,2
Cumbres del Lago,126.2,3,3,1,5566000,31000,8,2.6,2
Corregidora,90.5,2,2,2,2527000,11700,12,4.4,3
Centro,147.5,3,1,1,2581000,15200,13,4.9,4
Centro,111.5,3,1,2,2951000,15600,14,5.2,4
Centro,123.9,2,1,2,2770000,14600,29,9.0,4
Mileno III,66.9,3,2,1,1754000,10800,9,5.2,3
Centro,92.0,3,1,2,2556000,15100,14,5.9,4
Corregidora,137.4,3,2,1,3612000,17300,13,7.7,3
Jurica,130.3,3,3,1,8545000,54200,17,3.2,2
Corregidora,102.2,3,2,2,2907000,15900,7,5.1,3
Cumbres del Lago,160.5,3,3,1,6159000,29000,7,3.4,2
Zibatá,83.0,2,2,1,3281000,15300,1,2.7,1
El Refugio,87.0,2,2,1,2269000,13500,6,6.7,3
El Refugio,147.8,3,2,3,3702000,19000,8,2.7,3
Jurica,119.1,4,3,2,5428000,31400,11,4.6,2
Zibatá,126.8,3,2,1,5313000,24300,2,2.4,1
Centro,103.1,1,1,2,1931000,10100,10,6.7,4
Cumbres del Lago,116.2,3,3,2,4499000,28900,4,4.0,2
Centro,141.6,3,1,2,3447000,17700,18,3.4,4
El Refugio,99.1,3,2,2,2958000,13400,8,2.4,3
Corregidora,96.5,2,2,2,2127000,10300,5,7.9,3
Zibatá,99.5,3,2,1,4121000,19000,3,3.1,1
Jurica,129.8,4,3,2,4872000,29100,16,2.5,2
Juriquilla,70.0,3,2,1,2051000,11600,7,4.9,2
El Refugio,126.2,3,2,2,3570000,17900,5,6.7,3
Juriquilla,118.2,3,2,2,3007000,15200,6,2.8,2
Centro,155.8,3,1,3,3725000,17900,13,7.3,4
Mileno III,71.8,2,2,2,1493000,9400,9,2.6,3
Zibatá,141.5,2,2,2,5879000,32800,1,2.0,1
El Refugio,87.1,3,2,1,2500000,14000,4,6.1,3
Centro,121.7,2,1,2,3450000,18600,26,2.8,4
Jurica,115.3,3,3,2,6346000,38300,15,3.8,2
Zibatá,149.2,2,2,1,4729000,24700,3,2.5,1
Zibatá,95.7,2,2,2,2854000,13600,5,3.0,1
Centro,88.6,1,1,1,1771000,10000,20,8.7,4
Juriquilla,111.7,3,2,1,3346000,18400,1,2.4,2
Corregidora,102.6,2,2,2,2788000,14300,14,2.1,3
Corregidora,61.8,2,2,2,1686000,9700,11,7.6,3
Centro,107.7,1,1,1,3207000,15400,28,8.0,4
Juriquilla,149.7,3,2,2,5296000,28600,7,4.2,2
El Refugio,113.9,3,2,1,2398000,14700,2,5.7,3
Zibatá,195.4,3,2,3,6202000,38300,0,2.1,1
Cumbres del Lago,96.0,3,3,2,4317000,25100,3,3.0,2
Mileno III,162.8,2,2,1,4885000,30000,11,2.4,3
Juriquilla,84.8,2,2,2,2725000,14400,3,4.6,2
Jurica,101.6,3,3,2,6698000,34500,7,2.0,2
Mileno III,95.9,3,2,2,2912000,14500,5,3.5,3
Zibatá,113.0,2,2,1,3361000,19400,4,3.8,1
Mileno III,77.1,3,2,1,2192000,10200,8,4.2,3
Centro,143.1,2,1,2,2736000,14700,28,9.4,4
Centro,113.1,3,1,1,2274000,13000,21,7.9,4
Mileno III,118.6,3,2,1,3749000,22600,12,6.7,3
Centro,164.1,1,1,2,4184000,21900,15,9.8,4
Zibatá,127.9,2,2,1,3879000,24400,4,3.2,1
Zibatá,102.4,3,2,2,2552000,13900,2,3.9,1
Juriquilla,121.9,3,2,1,4154000,20600,4,2.7,2
Cumbres del Lago,115.8,4,3,1,5227000,30500,7,2.0,2
Juriquilla,105.9,2,2,1,4379000,23600,3,3.7,2
Cumbres del Lago,125.7,4,3,2,4158000,24100,2,3.1,2
Cumbres del Lago,84.4,4,3,1,3723000,23500,2,5.0,2
Zibatá,90.5,3,2,2,3052000,15500,6,3.9,1
Corregidora,105.9,3,2,2,3193000,16900,6,7.6,3
Jurica,118.3,3,3,1,7891000,42400,12,2.4,2
Jurica,123.4,4,3,1,5807000,34200,11,5.6,2
Mileno III,62.2,2,2,2,1508000,7000,7,5.0,3
Mileno III,91.6,2,2,2,2518000,13800,6,3.7,3
Mileno III,93.6,2,2,1,2133000,12300,7,6.3,3
Zibatá,101.4,3,2,2,3406000,20800,4,2.4,1
Juriquilla,50.0,3,2,1,1198000,7000,6,3.1,2
Centro,163.6,3,1,1,3669000,23400,30,3.2,4
Cumbres del Lago,144.7,4,3,3,4921000,23500,4,3.6,2
Corregidora,120.0,2,2,2,3313000,18000,8,6.0,3
Corregidora,146.3,3,2,1,4859000,25800,9,6.2,3
Juriquilla,91.9,2,2,1,3320000,21000,1,2.3,2
Centro,70.4,2,1,1,1227000,7100,20,6.1,4
Corregidora,87.2,2,2,2,2165000,11800,15,5.1,3
Jurica,67.7,4,3,1,4379000,22600,18,5.9,2
Corregidora,133.9,2,2,2,3184000,17800,13,6.3,3
Corregidora,138.0,2,2,2,3050000,17100,6,7.8,3
Juriquilla,97.1,3,2,2,3530000,19000,5,4.1,2
Corregidora,133.3,2,2,1,4115000,24300,10,6.4,3
Jurica,89.7,4,3,2,3558000,18200,9,4.0,2
Corregidora,130.8,2,2,1,3193000,19600,7,2.7,3
Zibatá,100.8,3,2,2,3011000,18100,5,3.1,1
Corregidora,130.8,3,2,1,3355000,19500,12,6.0,3
Mileno III,101.0,3,2,2,3351000,19700,8,5.2,3
Cumbres del Lago,99.8,3,3,1,4299000,24200,3,2.2,2
El Refugio,98.8,3,2,1,2283000,13400,8,7.0,3
El Refugio,105.1,3,2,2,2521000,13000,7,6.4,3
Corregidora,113.5,3,2,2,2815000,15800,9,6.2,3
Jurica,101.8,3,3,2,5450000,35100,5,5.3,2
Zibatá,137.4,3,2,2,4486000,26600,4,2.3,1
El Refugio,130.7,2,2,2,3673000,21100,5,3.6,3
Juriquilla,143.9,3,2,1,3564000,17600,2,3.7,2
Jurica,45.0,3,3,2,2421000,15400,19,4.0,2
Corregidora,97.8,3,2,1,2061000,12400,12,4.3,3
Zibatá,104.4,2,2,2,2813000,14700,1,3.2,1
Jurica,108.0,3,3,1,4582000,26900,16,2.9,2
Jurica,87.6,3,3,1,5139000,23700,15,4.8,2
Cumbres del Lago,78.2,3,3,2,2645000,14000,5,3.8,2
Jurica,77.2,4,3,1,3907000,22100,6,4.1,2
Juriquilla,135.7,2,2,2,3396000,20900,2,4.4,2
Cumbres del Lago,150.0,3,3,2,4941000,25100,5,4.1,2
Centro,53.3,2,1,1,1068000,5300,19,6.8,4
Zibatá,134.5,2,2,2,4908000,25700,3,2.5,1
Corregidora,144.8,2,2,2,5098000,25800,6,3.2,3
Centro,96.3,2,1,2,2164000,11700,24,7.5,4
Jurica,86.2,3,3,2,3310000,18200,18,4.9,2
Zibatá,97.6,2,2,2,2561000,13200,1,2.4,1
Mileno III,132.4,2,2,2,3840000,20600,4,3.4,3
Cumbres del Lago,81.2,4,3,2,3442000,15900,3,4.3,2
Corregidora,109.0,3,2,1,2467000,12500,15,3.5,3
Cumbres del Lago,107.5,3,3,2,4651000,25300,4,4.7,2
Cumbres del Lago,127.0,3,3,1,4819000,25900,2,4.9,2
Corregidora,118.2,2,2,2,3675000,19700,10,6.4,3
El Refugio,67.8,3,2,1,1810000,9200,10,6.1,3
Corregidora,100.4,3,2,2,3410000,20900,11,5.3,3
Jurica,142.9,3,3,3,7358000,38300,12,4.9,2
Centro,120.0,1,1,1,2196000,13600,15,9.2,4
Mileno III,105.7,2,2,2,3107000,15400,10,2.7,3
Centro,134.8,1,1,1,3556000,19800,17,9.3,4
Cumbres del Lago,107.5,4,3,2,4427000,21900,4,2.0,2
El Refugio,85.9,3,2,2,2032000,10400,2,3.1,3
Jurica,69.2,4,3,2,3744000,17800,13,2.8,2
Zibatá,161.4,2,2,3,3980000,19200,4,3.5,1
Juriquilla,109.3,2,2,2,3172000,16000,2,4.6,2
Mileno III,89.0,2,2,1,1958000,10000,7,4.6,3
Corregidora,56.9,3,2,1,1279000,5900,4,5.3,3
Juriquilla,113.2,2,2,2,3561000,21200,6,4.0,2
El Refugio,114.2,2,2,2,2589000,11900,6,6.8,3
Zibatá,164.5,2,2,3,5207000,25100,1,2.4,1
Corregidora,117.0,2,2,2,3353000,19900,11,2.6,3
Zibatá,139.1,3,2,2,3773000,23900,3,3.3,1
Corregidora,105.7,3,2,1,2773000,14200,11,4.1,3
El Refugio,117.8,3,2,1,3075000,15700,7,4.3,3
Corregidora,89.6,3,2,1,1893000,11400,6,6.9,3
Zibatá,90.4,3,2,1,2412000,15000,2,2.5,1
Corregidora,93.4,2,2,1,2878000,13400,13,7.8,3
Juriquilla,120.0,3,2,2,2743000,17800,8,4.6,2
Juriquilla,115.9,2,2,1,2909000,14400,6,4.2,2
El Refugio,82.8,3,2,2,2456000,12200,5,3.8,3
Mileno III,111.0,3,2,2,3475000,19200,4,6.7,3
Juriquilla,98.5,2,2,1,3519000,20000,1,3.4,2
Centro,78.2,3,1,1,1448000,9300,18,3.4,4
Centro,45.0,1,1,2,1125000,5200,19,6.6,4
Cumbres del Lago,79.8,4,3,1,3933000,18800,2,2.2,2
El Refugio,97.0,3,2,2,2546000,14300,9,4.4,3
Cumbres del Lago,137.9,4,3,1,5404000,30500,2,4.2,2
Cumbres del Lago,142.0,4,3,3,6930000,44200,6,4.6,2
Zibatá,77.3,3,2,1,2804000,12700,5,3.3,1
Cumbres del Lago,75.7,4,3,1,2633000,16900,7,2.5,2
Mileno III,114.0,2,2,1,3058000,19400,12,5.1,3
Zibatá,108.0,3,2,2,3226000,20500,3,2.7,1
Zibatá,106.8,3,2,2,3822000,24000,3,2.4,1
Zibatá,122.9,3,2,1,5592000,29400,1,2.1,1
Corregidora,118.7,2,2,1,3449000,18500,10,4.4,3
Juriquilla,109.2,3,2,1,3714000,20300,3,4.8,2
Zibatá,91.5,3,2,2,2945000,15200,3,2.1,1
Juriquilla,104.3,2,2,2,3426000,19600,3,3.2,2
Cumbres del Lago,67.2,4,3,1,3231000,20100,7,4.4,2
Jurica,141.8,4,3,2,5790000,34700,14,2.9,2
Jurica,84.2,3,3,1,3912000,22600,18,3.2,2
El Refugio,68.0,2,2,2,1861000,8900,7,5.3,3
El Refugio,133.5,2,2,2,3931000,19500,5,5.2,3
El Refugio,59.3,3,2,2,1728000,10400,6,5.2,3
El Refugio,129.4,3,2,2,3240000,16300,7,6.4,3
El Refugio,133.4,3,2,1,3795000,23400,10,3.3,3
Centro,132.5,1,1,2,2585000,15200,12,6.7,4
Cumbres del Lago,129.7,4,3,2,5639000,29900,5,2.9,2
El Refugio,66.3,3,2,1,2052000,11400,3,3.2,3
Juriquilla,122.7,2,2,1,5016000,32000,1,3.9,2
Cumbres del Lago,128.4,4,3,2,3908000,21000,5,2.8,2
Cumbres del Lago,120.7,3,3,2,3872000,23700,7,4.4,2
Zibatá,152.7,2,2,3,5752000,35100,6,2.5,1
Mileno III,123.5,2,2,1,3568000,17900,5,5.0,3
Jurica,146.9,4,3,2,9243000,45500,13,2.8,2
Zibatá,88.6,3,2,2,2974000,13900,0,2.3,1
Zibatá,94.0,3,2,1,3627000,18900,3,3.8,1
El Refugio,133.1,2,2,2,3791000,22600,7,2.1,3
Juriquilla,146.8,2,2,3,4834000,30400,8,3.2,2
Cumbres del Lago,46.2,3,3,2,2100000,12400,6,2.8,2
Centro,151.3,1,1,1,3436000,18400,13,7.9,4
Mileno III,141.6,3,2,1,3757000,22800,8,5.9,3
Cumbres del Lago,87.4,4,3,1,3725000,21100,5,4.7,2
Mileno III,70.3,3,2,1,1640000,7600,8,5.4,3
Mileno III,152.5,2,2,1,4917000,23300,10,6.0,3
El Refugio,140.0,2,2,2,4349000,28000,9,6.1,3
El Refugio,107.8,2,2,1,2740000,12400,3,5.8,3
Mileno III,61.8,2,2,1,1798000,8700,5,3.8,3
Centro,144.6,2,1,2,3078000,17300,23,7.4,4
Juriquilla,106.3,2,2,2,3731000,22200,2,3.4,2
Juriquilla,138.1,2,2,1,4249000,21300,3,4.9,2
El Refugio,90.3,3,2,1,1888000,10100,9,4.5,3
Cumbres del Lago,94.2,4,3,2,4334000,21200,7,2.9,2
Cumbres del Lago,184.8,3,3,2,6072000,30600,5,4.9,2
Jurica,143.3,4,3,3,6018000,38600,9,4.4,2
Zibatá,128.5,2,2,1,4101000,23000,6,2.8,1
El Refugio,112.2,3,2,1,3489000,17800,8,6.1,3
Centro,92.5,2,1,1,1939000,10900,29,8.0,4
Corregidora,76.3,2,2,2,2068000,13200,13,4.7,3
Mileno III,65.9,3,2,1,1840000,10400,12,5.2,3
Mileno III,111.4,3,2,1,3132000,16700,10,5.7,3
Jurica,144.8,3,3,3,9671000,57600,14,4.8,2
Corregidora,104.5,2,2,1,3082000,14000,9,2.3,3
Jurica,130.3,4,3,1,5527000,35600,15,5.6,2
Mileno III,124.5,2,2,1,2733000,13200,12,2.7,3
Corregidora,133.1,3,2,2,4272000,20000,5,3.1,3
Mileno III,174.8,3,2,3,4416000,26000,9,4.7,3
Jurica,119.9,4,3,2,5933000,33900,12,2.1,2
El Refugio,106.9,3,2,2,3092000,20000,10,5.9,3
Zibatá,146.6,2,2,1,4525000,28000,6,2.4,1
El Refugio,158.5,2,2,1,3781000,18000,7,3.4,3
Jurica,141.4,3,3,1,6237000,40500,9,5.2,2
Jurica,119.2,4,3,2,6928000,42200,19,4.9,2
Cumbres del Lago,123.1,3,3,1,4400000,19900,6,3.7,2
Mileno III,108.8,2,2,2,2951000,13500,8,4.9,3
El Refugio,96.9,3,2,2,2833000,12900,5,4.2,3
Mileno III,111.0,2,2,1,2826000,14300,8,3.5,3
Cumbres del Lago,79.6,3,3,2,3028000,15400,7,5.0,2
El Refugio,112.7,2,2,2,3334000,16700,4,5.5,3
Zibatá,124.2,2,2,2,3889000,22300,0,2.4,1
Corregidora,158.9,2,2,3,4367000,22200,15,6.1,3
Jurica,90.3,4,3,1,3689000,22000,5,2.6,2
Jurica,98.7,3,3,1,5112000,25700,10,4.4,2
Cumbres del Lago,121.6,4,3,2,4317000,21500,6,4.3,2
Corregidora,104.1,2,2,2,3586000,20900,11,4.5,3
El Refugio,149.8,2,2,2,5009000,30300,7,6.2,3
Zibatá,150.4,2,2,1,5305000,27900,3,2.1,1
Jurica,75.6,3,3,1,3396000,18000,16,4.4,2
Jurica,148.7,3,3,2,5747000,31100,6,5.0,2
Jurica,105.2,3,3,1,4777000,23600,9,5.3,2
El Refugio,121.8,2,2,2,3907000,17500,2,3.2,3
Jurica,83.1,4,3,1,3040000,19200,10,2.1,2
Mileno III,126.2,3,2,2,3377000,18400,11,3.5,3
El Refugio,132.2,3,2,1,3898000,19300,5,4.6,3
Mileno III,105.5,3,2,2,2824000,14400,11,6.3,3
Centro,96.6,2,1,2,1732000,7800,28,9.9,4
Zibatá,81.1,3,2,1,2100000,9400,3,3.5,1
El Refugio,98.0,2,2,2,2249000,14200,9,4.9,3
Jurica,151.0,4,3,1,7321000,35800,14,4.8,2
El Refugio,51.3,3,2,2,1594000,8700,10,5.8,3
Zibatá,113.9,2,2,1,4329000,24800,4,2.1,1
Jurica,89.9,4,3,2,5636000,26600,10,3.8,2
El Refugio,113.1,2,2,1,2992000,16800,9,4.5,3
Corregidora,143.3,3,2,1,3672000,21800,12,4.3,3
El Refugio,59.3,3,2,1,1791000,9300,5,2.8,3
Cumbres del Lago,97.8,4,3,1,3743000,17200,5,4.8,2
Corregidora,84.9,3,2,1,2841000,16000,14,6.5,3
El Refugio,161.3,2,2,1,3498000,15800,8,2.8,3
Centro,113.1,3,1,2,2420000,13100,30,6.5,4
Juriquilla,88.6,3,2,1,3046000,16700,5,2.5,2
Zibatá,145.8,2,2,3,4235000,26700,1,2.4,1
Centro,82.8,3,1,1,2022000,9400,14,5.3,4
El Refugio,171.8,2,2,1,5441000,34000,10,4.9,3
Mileno III,115.6,3,2,2,3142000,15900,5,3.2,3
Mileno III,143.3,3,2,2,4602000,25800,6,5.8,3
El Refugio,90.0,2,2,1,2224000,13000,8,4.3,3
Corregidora,59.7,3,2,2,1545000,7100,13,6.5,3
Corregidora,79.4,2,2,1,2116000,10700,5,6.7,3
Juriquilla,157.7,3,2,2,4724000,25200,6,5.0,2
Mileno III,96.1,3,2,2,3020000,13600,11,4.1,3
Zibatá,66.9,3,2,1,1993000,12600,6,2.4,1
Cumbres del Lago,71.7,4,3,2,2587000,11900,1,4.6,2
El Refugio,101.1,2,2,2,2824000,14400,4,4.5,3
Jurica,134.1,3,3,1,8664000,51600,12,5.2,2
Corregidora,114.5,2,2,1,2944000,16900,14,5.8,3
Cumbres del Lago,86.9,3,3,1,3235000,16900,6,2.0,2
El Refugio,167.5,2,2,1,5239000,26500,4,6.4,3
Centro,57.0,3,1,1,1307000,6200,23,6.5,4
Corregidora,102.2,3,2,2,2861000,13900,7,5.6,3
Zibatá,135.7,2,2,2,3570000,19800,2,2.3,1
Mileno III,108.8,3,2,1,2781000,16200,12,6.4,3
Cumbres del Lago,100.4,3,3,2,3602000,22100,1,3.2,2
Centro,98.2,2,1,1,1635000,9300,14,4.1,4
Zibatá,99.1,3,2,1,3396000,16500,6,2.6,1
Jurica,107.3,3,3,1,4651000,25600,16,5.9,2
Zibatá,154.8,2,2,3,4642000,24700,0,2.5,1
Jurica,89.0,4,3,1,4539000,22400,15,4.0,2
Juriquilla,90.5,2,2,1,2672000,15400,1,3.4,2
Centro,92.3,3,1,1,1684000,10100,15,2.6,4
Cumbres del Lago,113.1,4,3,2,5054000,30900,2,4.8,2
Mileno III,80.7,3,2,2,2212000,11100,7,6.6,3
Corregidora,60.9,2,2,1,1677000,9600,6,7.7,3
Centro,130.2,1,1,2,2470000,13700,22,2.8,4
Centro,143.3,1,1,2,3777000,21700,27,6.6,4
Juriquilla,116.4,3,2,2,3099000,14900,8,3.6,2
